item,layer,cluster,condition,sample,name_shown,shown_clusters,true_pos,scores,pm,top1
L0C302,0,302,shuffled,0,Criminal Law And Procedure,"[296, 279, 302, 315, 310]",2,"[5, 10, 8, 8, 5]",0.2222222222222222,False
L0C302,0,302,gimme,0,Warfare Society And Asia-Pacific Historical Transformation,"[148, 103, 239, 302, 81]",3,"[0, 0, 0, 95, 0]",1.0,True
L0C315,0,315,gold,0,American Foreign Policymaking Intervention And Economic Statecraft,"[302, 310, 314, 292, 315]",4,"[10, 25, 30, 5, 95]",0.5757575757575758,True
L0C315,0,315,gold,1,American Foreign Policymaking Intervention And Economic Statecraft,"[314, 315, 302, 292, 310]",1,"[30, 90, 10, 5, 30]",0.5454545454545454,True
L0C315,0,315,gold,2,American Foreign Policymaking Intervention And Economic Statecraft,"[314, 292, 302, 310, 315]",4,"[30, 10, 15, 25, 92]",0.5348837209302325,True
L0C315,0,315,shuffled,0,"Literacy Development, Research, And Instruction","[292, 315, 310, 302, 314]",1,"[10, 5, 5, 5, 5]",0.16666666666666666,False
L0C315,0,315,gimme,0,American Foreign Policymaking Intervention And Economic Statecraft,"[133, 191, 104, 34, 315]",4,"[0, 0, 0, 0, 98]",1.0,True
L0C322,0,322,gold,0,Transactional Lawyering Drafting And Clinics,"[334, 324, 322, 335, 332]",2,"[15, 5, 92, 10, 8]",0.7076923076923077,True
L0C322,0,322,gold,1,Transactional Lawyering Drafting And Clinics,"[334, 324, 335, 322, 332]",3,"[30, 10, 15, 95, 20]",0.5588235294117647,True
L0C322,0,322,gold,2,Transactional Lawyering Drafting And Clinics,"[324, 322, 332, 334, 335]",1,"[15, 95, 20, 10, 5]",0.6551724137931034,True
L0C322,0,322,shuffled,0,Entrepreneurial Marketing And Go-To-Market Strategy,"[322, 324, 332, 334, 335]",0,"[55, 20, 10, 8, 5]",0.5612244897959183,True
L0C322,0,322,gimme,0,Transactional Lawyering Drafting And Clinics,"[158, 33, 118, 322, 356]",3,"[2, 1, 1, 97, 1]",0.9509803921568627,True
L0C347,0,347,gold,0,African Slavery Colonialism Global History,"[340, 346, 347, 304, 348]",2,"[30, 15, 90, 20, 10]",0.5454545454545454,True
L0C347,0,347,gold,1,African Slavery Colonialism Global History,"[347, 340, 348, 346, 304]",0,"[95, 40, 15, 35, 10]",0.48717948717948717,True
L0C347,0,347,gold,2,African Slavery Colonialism Global History,"[304, 340, 348, 347, 346]",3,"[10, 30, 8, 92, 25]",0.5575757575757576,True
L0C347,0,347,shuffled,0,Stem Cell Biology Regenerative Medicine,"[304, 340, 346, 348, 347]",4,"[5, 5, 5, 5, 5]",0.2,False
L0C347,0,347,gimme,0,African Slavery Colonialism Global History,"[170, 104, 347, 90, 123]",2,"[2, 1, 97, 1, 1]",0.9509803921568627,True
L1C2,1,2,gold,0,African Asian Indigenous Language Sequences,"[6, 8, 9, 11, 2]",4,"[10, 15, 15, 5, 90]",0.6666666666666666,True
L1C2,1,2,gold,1,African Asian Indigenous Language Sequences,"[6, 2, 8, 9, 11]",1,"[10, 95, 5, 5, 5]",0.7916666666666666,True
L1C2,1,2,gold,2,African Asian Indigenous Language Sequences,"[9, 2, 11, 6, 8]",1,"[15, 90, 5, 10, 5]",0.72,True
L1C2,1,2,shuffled,0,Intermediate Photography Practice And Theory,"[9, 2, 11, 8, 6]",1,"[3, 3, 5, 3, 3]",0.17647058823529413,False
L1C2,1,2,gimme,0,African Asian Indigenous Language Sequences,"[61, 3, 25, 2, 59]",3,"[2, 3, 1, 98, 1]",0.9333333333333333,True
L1C5,1,5,gold,0,Arabic and Persian Proficiency Sequences,"[2, 4, 9, 5, 8]",3,"[5, 5, 3, 98, 3]",0.8596491228070176,True
L1C5,1,5,gold,1,Arabic and Persian Proficiency Sequences,"[5, 2, 8, 4, 9]",0,"[98, 5, 3, 3, 3]",0.875,True
L1C5,1,5,gold,2,Arabic and Persian Proficiency Sequences,"[5, 2, 8, 9, 4]",0,"[98, 5, 3, 3, 3]",0.875,True
L1C5,1,5,shuffled,0,Media Psychology And Communication Research,"[2, 9, 5, 4, 8]",2,"[5, 5, 5, 5, 5]",0.2,False
L1C5,1,5,gimme,0,Arabic and Persian Proficiency Sequences,"[5, 44, 59, 49, 74]",0,"[98, 0, 0, 0, 0]",1.0,True
L1C7,1,7,gold,0,Japanese and Korean Proficiency Sequences,"[14, 8, 2, 9, 7]",4,"[10, 5, 5, 5, 90]",0.782608695652174,True
L1C7,1,7,gold,1,Japanese and Korean Proficiency Sequences,"[14, 7, 9, 2, 8]",1,"[15, 85, 10, 5, 5]",0.7083333333333334,True
L1C7,1,7,gold,2,Japanese and Korean Proficiency Sequences,"[14, 2, 8, 7, 9]",3,"[15, 5, 3, 90, 2]",0.782608695652174,True
L1C7,1,7,shuffled,0,"Moral Theory, Responsibility, Metaethical Foundations","[9, 7, 8, 14, 2]",1,"[2, 2, 2, 2, 2]",0.2,False
L1C7,1,7,gimme,0,Japanese and Korean Proficiency Sequences,"[63, 7, 64, 23, 49]",1,"[0, 92, 0, 0, 0]",1.0,True
L1C9,1,9,gold,0,Introductory Central European Nordic Languages,"[8, 4, 6, 2, 9]",4,"[20, 5, 5, 5, 85]",0.7083333333333334,True
L1C9,1,9,gold,1,Introductory Central European Nordic Languages,"[8, 9, 2, 4, 6]",1,"[40, 85, 10, 5, 5]",0.5862068965517241,True
L1C9,1,9,gold,2,Introductory Central European Nordic Languages,"[8, 2, 9, 6, 4]",2,"[30, 10, 90, 5, 10]",0.6206896551724138,True
L1C9,1,9,shuffled,0,Tax Design and Government Budgets,"[9, 8, 6, 2, 4]",0,"[3, 3, 3, 3, 3]",0.2,False
L1C9,1,9,gimme,0,Introductory Central European Nordic Languages,"[9, 63, 28, 95, 71]",0,"[90, 0, 0, 0, 0]",1.0,True
L1C10,1,10,gold,0,Individual Instrumental Instruction For Majors,"[22, 10, 21, 19, 20]",1,"[10, 95, 15, 5, 5]",0.7307692307692307,True
L1C10,1,10,gold,1,Individual Instrumental Instruction For Majors,"[19, 22, 10, 21, 20]",2,"[10, 25, 95, 30, 5]",0.5757575757575758,True
L1C10,1,10,gold,2,Individual Instrumental Instruction For Majors,"[20, 22, 10, 21, 19]",2,"[5, 15, 95, 20, 3]",0.6884057971014492,True
L1C10,1,10,shuffled,0,Western Political Philosophy From Machiavelli,"[19, 22, 10, 20, 21]",2,"[10, 5, 5, 5, 5]",0.16666666666666666,False
L1C10,1,10,gimme,0,Individual Instrumental Instruction For Majors,"[98, 60, 23, 78, 10]",4,"[2, 2, 3, 2, 98]",0.9158878504672897,True
L1C11,1,11,gold,0,Academic English Literacy And Teaching Methods,"[4, 9, 6, 2, 11]",4,"[20, 10, 15, 10, 80]",0.5925925925925926,True
L1C11,1,11,gold,1,Academic English Literacy And Teaching Methods,"[6, 9, 4, 2, 11]",4,"[10, 10, 10, 10, 85]",0.68,True
L1C11,1,11,gold,2,Academic English Literacy And Teaching Methods,"[11, 6, 2, 9, 4]",0,"[85, 8, 5, 5, 5]",0.7870370370370371,True
L1C11,1,11,shuffled,0,Computer Music And Audio Technology,"[4, 6, 2, 9, 11]",4,"[5, 5, 5, 5, 10]",0.3333333333333333,True
L1C11,1,11,gimme,0,Academic English Literacy And Teaching Methods,"[47, 95, 10, 11, 44]",3,"[2, 3, 1, 92, 1]",0.9292929292929293,True
L1C13,1,13,gold,0,Modern and Classical Chinese Reading Sequences,"[14, 2, 7, 8, 13]",4,"[40, 5, 10, 2, 92]",0.6174496644295302,True
L1C13,1,13,gold,1,Modern and Classical Chinese Reading Sequences,"[13, 14, 7, 2, 8]",0,"[90, 30, 20, 10, 5]",0.5806451612903226,True
L1C13,1,13,gold,2,Modern and Classical Chinese Reading Sequences,"[13, 8, 14, 2, 7]",0,"[90, 10, 40, 15, 10]",0.5454545454545454,True
L1C13,1,13,shuffled,0,"Applied Analysis, Linear Algebra, Computation","[13, 14, 7, 8, 2]",0,"[5, 5, 5, 5, 5]",0.2,False
L1C13,1,13,gimme,0,Modern and Classical Chinese Reading Sequences,"[69, 53, 13, 37, 10]",2,"[2, 1, 98, 1, 1]",0.9514563106796117,True
L1C15,1,15,gold,0,Agroecology Farming And Food System Innovation,"[82, 79, 15, 74, 73]",2,"[3, 2, 92, 15, 20]",0.696969696969697,True
L1C15,1,15,gold,1,Agroecology Farming And Food System Innovation,"[74, 15, 73, 79, 82]",1,"[15, 90, 30, 0, 0]",0.6666666666666666,True
L1C15,1,15,gold,2,Agroecology Farming And Food System Innovation,"[74, 82, 73, 15, 79]",3,"[15, 3, 20, 85, 2]",0.68,True
L1C15,1,15,shuffled,0,Ancient Mediterranean Archaeology and Medieval Worlds,"[82, 73, 15, 79, 74]",2,"[5, 3, 3, 8, 2]",0.14285714285714285,False
L1C15,1,15,gimme,0,Agroecology Farming And Food System Innovation,"[18, 15, 13, 10, 99]",1,"[0, 95, 0, 0, 0]",1.0,True
L1C17,1,17,gold,0,Dance Technique And Choreography Courses,"[17, 90, 22, 21, 18]",0,"[90, 10, 15, 10, 15]",0.6428571428571429,True
L1C17,1,17,gold,1,Dance Technique And Choreography Courses,"[17, 21, 90, 22, 18]",0,"[90, 5, 10, 8, 15]",0.703125,True
L1C17,1,17,gold,2,Dance Technique And Choreography Courses,"[21, 22, 90, 18, 17]",4,"[5, 10, 10, 15, 97]",0.708029197080292,True
L1C17,1,17,shuffled,0,Japanese and Korean Proficiency Sequences,"[90, 17, 22, 21, 18]",1,"[3, 3, 8, 10, 2]",0.11538461538461539,False
L1C17,1,17,gimme,0,Dance Technique And Choreography Courses,"[17, 97, 102, 99, 52]",0,"[95, 0, 0, 0, 0]",1.0,True
L1C18,1,18,gold,0,Theater Performance Studies and Dramaturgy,"[109, 83, 19, 18, 118]",3,"[5, 3, 10, 97, 3]",0.8220338983050848,True
L1C18,1,18,gold,1,Theater Performance Studies and Dramaturgy,"[109, 19, 83, 18, 118]",3,"[8, 15, 3, 96, 5]",0.7559055118110236,True
L1C18,1,18,gold,2,Theater Performance Studies and Dramaturgy,"[83, 18, 118, 19, 109]",1,"[5, 96, 3, 8, 4]",0.8275862068965517,True
L1C18,1,18,shuffled,0,Comparative Religious Studies And Theology,"[19, 109, 118, 18, 83]",3,"[10, 65, 15, 10, 5]",0.09523809523809523,False
L1C18,1,18,gimme,0,Theater Performance Studies and Dramaturgy,"[99, 51, 18, 64, 72]",2,"[10, 0, 95, 0, 0]",0.9047619047619048,True
L1C21,1,21,gold,0,Instrument Classes Composition And Musicianship,"[21, 19, 10, 20, 22]",0,"[45, 15, 90, 20, 25]",0.23076923076923078,False
L1C21,1,21,gold,1,Instrument Classes Composition And Musicianship,"[21, 22, 10, 19, 20]",0,"[55, 15, 90, 10, 5]",0.3142857142857143,False
L1C21,1,21,gold,2,Instrument Classes Composition And Musicianship,"[22, 21, 20, 19, 10]",1,"[30, 60, 10, 5, 55]",0.375,True
L1C21,1,21,shuffled,0,"Atmosphere, Ocean, and Climate Dynamics","[19, 21, 20, 10, 22]",1,"[5, 5, 5, 3, 5]",0.21739130434782608,False
L1C21,1,21,gimme,0,Instrument Classes Composition And Musicianship,"[21, 117, 102, 55, 62]",0,"[95, 2, 2, 2, 2]",0.9223300970873787,True
L1C23,1,23,gold,0,Marine Biology and Oceanography Fieldwork,"[58, 23, 67, 45, 73]",1,"[20, 95, 5, 30, 5]",0.6129032258064516,True
L1C23,1,23,gold,1,Marine Biology and Oceanography Fieldwork,"[67, 73, 23, 45, 58]",2,"[10, 15, 95, 40, 20]",0.5277777777777778,True
L1C23,1,23,gold,2,Marine Biology and Oceanography Fieldwork,"[73, 58, 23, 67, 45]",2,"[10, 25, 92, 5, 40]",0.5348837209302325,True
L1C23,1,23,shuffled,0,Novel Form From Romance To Modernism,"[58, 67, 73, 23, 45]",3,"[3, 2, 1, 1, 1]",0.125,False
L1C23,1,23,gimme,0,Marine Biology and Oceanography Fieldwork,"[29, 23, 8, 84, 109]",1,"[2, 95, 0, 0, 0]",0.979381443298969,True
L1C29,1,29,gold,0,Medical Imaging and Radiation Oncology,"[63, 62, 29, 59, 56]",2,"[5, 15, 95, 20, 5]",0.6785714285714286,True
L1C29,1,29,gold,1,Medical Imaging and Radiation Oncology,"[62, 59, 63, 56, 29]",4,"[15, 20, 5, 10, 95]",0.6551724137931034,True
L1C29,1,29,gold,2,Medical Imaging and Radiation Oncology,"[63, 59, 29, 56, 62]",2,"[10, 30, 92, 15, 15]",0.5679012345679012,True
L1C29,1,29,shuffled,0,Early Modern Europe Global Encounters,"[59, 63, 56, 62, 29]",4,"[10, 10, 10, 10, 10]",0.2,False
L1C29,1,29,gimme,0,Medical Imaging and Radiation Oncology,"[109, 29, 105, 111, 10]",1,"[0, 97, 0, 0, 0]",1.0,True
L1C31,1,31,gold,0,"Graduate Algebra, Geometry, Topology","[31, 68, 27, 32, 54]",0,"[95, 3, 5, 10, 8]",0.7851239669421488,True
L1C31,1,31,gold,1,"Graduate Algebra, Geometry, Topology","[68, 32, 31, 27, 54]",2,"[3, 10, 95, 5, 8]",0.7851239669421488,True
L1C31,1,31,gold,2,"Graduate Algebra, Geometry, Topology","[54, 68, 27, 32, 31]",4,"[10, 5, 15, 20, 92]",0.647887323943662,True
L1C31,1,31,shuffled,0,Lyric Craft and Poetic Form,"[54, 27, 31, 68, 32]",2,"[5, 3, 8, 3, 5]",0.3333333333333333,True
L1C31,1,31,gimme,0,"Graduate Algebra, Geometry, Topology","[3, 111, 31, 10, 99]",2,"[2, 1, 95, 1, 1]",0.95,True
L1C39,1,39,gold,0,Elasticity Plasticity And Structural Dynamics,"[49, 46, 30, 39, 48]",3,"[10, 5, 30, 75, 10]",0.5769230769230769,True
L1C39,1,39,gold,1,Elasticity Plasticity And Structural Dynamics,"[39, 49, 46, 30, 48]",0,"[90, 5, 5, 20, 15]",0.6666666666666666,True
L1C39,1,39,gold,2,Elasticity Plasticity And Structural Dynamics,"[49, 46, 39, 48, 30]",2,"[10, 5, 85, 15, 20]",0.6296296296296297,True
L1C39,1,39,shuffled,0,"Asylum, Atrocity Accountability, Border Governance","[30, 49, 46, 39, 48]",3,"[3, 5, 3, 3, 3]",0.17647058823529413,False
L1C39,1,39,gimme,0,Elasticity Plasticity And Structural Dynamics,"[39, 60, 86, 113, 16]",0,"[95, 2, 2, 2, 2]",0.9223300970873787,True
L1C40,1,40,gold,0,"Modern Physics, Quantum Mechanics, Astrophysics","[27, 30, 40, 50, 51]",2,"[15, 10, 90, 25, 20]",0.5625,True
L1C40,1,40,gold,1,"Modern Physics, Quantum Mechanics, Astrophysics","[27, 30, 50, 40, 51]",3,"[10, 15, 20, 90, 25]",0.5625,True
L1C40,1,40,gold,2,"Modern Physics, Quantum Mechanics, Astrophysics","[27, 50, 40, 30, 51]",2,"[15, 20, 92, 10, 25]",0.5679012345679012,True
L1C40,1,40,shuffled,0,Intellectual Property Law,"[27, 50, 30, 51, 40]",4,"[10, 5, 5, 5, 5]",0.16666666666666666,False
L1C40,1,40,gimme,0,"Modern Physics, Quantum Mechanics, Astrophysics","[40, 8, 12, 105, 94]",0,"[97, 0, 0, 0, 0]",1.0,True
L1C48,1,48,gold,0,Prototyping Manufacturing And Capstone Design,"[30, 46, 39, 49, 48]",4,"[30, 45, 15, 5, 85]",0.4722222222222222,True
L1C48,1,48,gold,1,Prototyping Manufacturing And Capstone Design,"[30, 49, 39, 46, 48]",4,"[30, 5, 20, 40, 85]",0.4722222222222222,True
L1C48,1,48,gold,2,Prototyping Manufacturing And Capstone Design,"[39, 48, 46, 30, 49]",1,"[20, 85, 40, 25, 5]",0.4857142857142857,True
L1C48,1,48,shuffled,0,Marine Biology and Oceanography Fieldwork,"[30, 49, 46, 39, 48]",4,"[10, 15, 5, 5, 5]",0.125,False
L1C48,1,48,gimme,0,Prototyping Manufacturing And Capstone Design,"[61, 48, 23, 107, 53]",1,"[2, 95, 15, 2, 2]",0.8189655172413793,True
L1C49,1,49,gold,0,Engineering Directed Research And Theses,"[39, 48, 30, 46, 49]",4,"[40, 5, 10, 25, 90]",0.5294117647058824,True
L1C49,1,49,gold,1,Engineering Directed Research And Theses,"[49, 46, 30, 39, 48]",0,"[90, 25, 10, 15, 5]",0.6206896551724138,True
L1C49,1,49,gold,2,Engineering Directed Research And Theses,"[46, 39, 30, 49, 48]",3,"[40, 10, 5, 90, 5]",0.6,True
L1C49,1,49,shuffled,0,Comparative Religious Studies And Theology,"[30, 39, 46, 48, 49]",4,"[2, 2, 2, 2, 2]",0.2,False
L1C49,1,49,gimme,0,Engineering Directed Research And Theses,"[0, 98, 87, 97, 49]",4,"[2, 1, 3, 30, 95]",0.7251908396946565,True
L1C50,1,50,gold,0,"Physical, Organic, and Inorganic Chemistry","[30, 40, 50, 51, 66]",2,"[15, 10, 65, 20, 15]",0.52,True
L1C50,1,50,gold,1,"Physical, Organic, and Inorganic Chemistry","[30, 66, 50, 51, 40]",2,"[25, 10, 75, 30, 10]",0.5,True
L1C50,1,50,gold,2,"Physical, Organic, and Inorganic Chemistry","[50, 30, 40, 51, 66]",0,"[40, 25, 5, 15, 10]",0.42105263157894735,True
L1C50,1,50,shuffled,0,Anthropological Theory and Ethnographic Methods,"[30, 66, 51, 50, 40]",3,"[2, 3, 3, 2, 3]",0.15384615384615385,False
L1C50,1,50,gimme,0,"Physical, Organic, and Inorganic Chemistry","[107, 112, 102, 60, 50]",4,"[2, 1, 2, 3, 85]",0.9139784946236559,True
L1C52,1,52,gold,0,Clinical Medical Genetics And Genetic Counseling,"[56, 53, 52, 65, 66]",2,"[15, 5, 97, 3, 2]",0.7950819672131147,True
L1C52,1,52,gold,1,Clinical Medical Genetics And Genetic Counseling,"[66, 65, 53, 52, 56]",3,"[5, 8, 5, 97, 10]",0.776,True
L1C52,1,52,gold,2,Clinical Medical Genetics And Genetic Counseling,"[56, 52, 65, 53, 66]",1,"[15, 97, 3, 5, 2]",0.7950819672131147,True
L1C52,1,52,shuffled,0,"Biodesign, Digital Health Innovation","[65, 66, 52, 56, 53]",2,"[20, 30, 15, 10, 10]",0.17647058823529413,False
L1C52,1,52,gimme,0,Clinical Medical Genetics And Genetic Counseling,"[12, 39, 106, 22, 52]",4,"[2, 1, 1, 0, 98]",0.9607843137254902,True
L1C55,1,55,gold,0,"Biodesign, Digital Health Innovation","[53, 65, 59, 64, 55]",4,"[15, 10, 45, 10, 85]",0.5151515151515151,True
L1C55,1,55,gold,1,"Biodesign, Digital Health Innovation","[53, 55, 59, 65, 64]",1,"[15, 85, 40, 10, 10]",0.53125,True
L1C55,1,55,gold,2,"Biodesign, Digital Health Innovation","[64, 59, 65, 53, 55]",4,"[10, 45, 5, 5, 88]",0.5751633986928104,True
L1C55,1,55,shuffled,0,"Entrepreneurship, Venture Growth And Go-To-Market","[65, 64, 59, 53, 55]",4,"[3, 8, 5, 3, 55]",0.7432432432432432,True
L1C55,1,55,gimme,0,"Biodesign, Digital Health Innovation","[90, 114, 16, 55, 13]",3,"[10, 2, 2, 92, 2]",0.8518518518518519,True
L1C66,1,66,gold,0,Molecular Biology and Biochemical Techniques,"[67, 58, 59, 56, 66]",4,"[75, 25, 40, 15, 55]",0.2619047619047619,False
L1C66,1,66,gold,1,Molecular Biology and Biochemical Techniques,"[58, 59, 56, 66, 67]",3,"[15, 30, 10, 55, 40]",0.36666666666666664,True
L1C66,1,66,gold,2,Molecular Biology and Biochemical Techniques,"[58, 67, 56, 59, 66]",4,"[25, 55, 10, 25, 45]",0.28125,False
L1C66,1,66,shuffled,0,Education Policy and Comparative Schooling,"[58, 59, 66, 56, 67]",2,"[3, 2, 2, 2, 3]",0.16666666666666666,False
L1C66,1,66,gimme,0,Molecular Biology and Biochemical Techniques,"[112, 61, 66, 11, 107]",2,"[2, 3, 78, 5, 2]",0.8666666666666667,True
L1C68,1,68,gold,0,Provable Algorithms Optimization Randomized Sampling,"[68, 54, 32, 77, 76]",0,"[88, 20, 5, 5, 3]",0.7272727272727273,True
L1C68,1,68,gold,1,Provable Algorithms Optimization Randomized Sampling,"[76, 77, 32, 54, 68]",4,"[5, 5, 8, 30, 75]",0.6097560975609756,True
L1C68,1,68,gold,2,Provable Algorithms Optimization Randomized Sampling,"[76, 54, 68, 32, 77]",2,"[3, 30, 65, 5, 2]",0.6190476190476191,True
L1C68,1,68,shuffled,0,Jewish Studies and Hebrew Language,"[77, 54, 76, 68, 32]",3,"[2, 2, 2, 2, 3]",0.18181818181818182,False
L1C68,1,68,gimme,0,Provable Algorithms Optimization Randomized Sampling,"[110, 9, 60, 42, 68]",4,"[2, 1, 3, 2, 92]",0.92,True
L1C70,1,70,gold,0,Leadership and Social-Impact Organizations,"[70, 75, 79, 41, 34]",0,"[85, 30, 25, 10, 15]",0.5151515151515151,True
L1C70,1,70,gold,1,Leadership and Social-Impact Organizations,"[41, 79, 34, 70, 75]",3,"[5, 15, 10, 90, 30]",0.6,True
L1C70,1,70,gold,2,Leadership and Social-Impact Organizations,"[79, 70, 75, 41, 34]",1,"[15, 85, 30, 5, 10]",0.5862068965517241,True
L1C70,1,70,shuffled,0,Provable Algorithms Optimization Randomized Sampling,"[75, 34, 79, 41, 70]",4,"[3, 2, 3, 2, 3]",0.23076923076923078,False
L1C70,1,70,gimme,0,Leadership and Social-Impact Organizations,"[70, 76, 19, 25, 92]",0,"[90, 2, 3, 8, 2]",0.8571428571428571,True
L1C71,1,71,gold,0,AI Regulation Privacy Law Practicums,"[61, 72, 3, 71, 108]",3,"[55, 15, 25, 70, 10]",0.4,True
L1C71,1,71,gold,1,AI Regulation Privacy Law Practicums,"[61, 108, 3, 72, 71]",4,"[40, 10, 25, 30, 85]",0.4473684210526316,True
L1C71,1,71,gold,2,AI Regulation Privacy Law Practicums,"[3, 108, 71, 61, 72]",2,"[25, 10, 80, 55, 20]",0.42105263157894735,True
L1C71,1,71,shuffled,0,"Developmental, Social, and Cultural Psychology","[72, 61, 108, 71, 3]",3,"[5, 5, 3, 5, 3]",0.23809523809523808,False
L1C71,1,71,gimme,0,AI Regulation Privacy Law Practicums,"[62, 119, 54, 71, 53]",3,"[0, 2, 0, 92, 0]",0.9787234042553191,True
L1C75,1,75,gold,0,"Entrepreneurship, Venture Growth And Go-To-Market","[57, 70, 84, 75, 81]",3,"[5, 15, 20, 90, 2]",0.6818181818181818,True
L1C75,1,75,gold,1,"Entrepreneurship, Venture Growth And Go-To-Market","[81, 84, 75, 70, 57]",2,"[3, 30, 88, 15, 10]",0.6027397260273972,True
L1C75,1,75,gold,2,"Entrepreneurship, Venture Growth And Go-To-Market","[57, 70, 75, 81, 84]",2,"[5, 15, 92, 2, 30]",0.6388888888888888,True
L1C75,1,75,shuffled,0,Introductory Central European Nordic Languages,"[81, 84, 57, 75, 70]",3,"[15, 5, 3, 5, 3]",0.16129032258064516,False
L1C75,1,75,gimme,0,"Entrepreneurship, Venture Growth And Go-To-Market","[9, 115, 10, 75, 51]",3,"[0, 0, 0, 95, 0]",1.0,True
L1C77,1,77,gold,0,CS Supplemental Labs and Research,"[25, 43, 77, 76, 68]",2,"[15, 5, 85, 30, 10]",0.5862068965517241,True
L1C77,1,77,gold,1,CS Supplemental Labs and Research,"[77, 76, 43, 25, 68]",0,"[85, 25, 10, 10, 15]",0.5862068965517241,True
L1C77,1,77,gold,2,CS Supplemental Labs and Research,"[43, 76, 25, 77, 68]",3,"[15, 30, 20, 70, 10]",0.4827586206896552,True
L1C77,1,77,shuffled,0,Modern and Classical Chinese Reading Sequences,"[25, 77, 76, 43, 68]",1,"[3, 5, 3, 2, 2]",0.3333333333333333,True
L1C77,1,77,gimme,0,CS Supplemental Labs and Research,"[97, 77, 91, 64, 106]",1,"[2, 90, 1, 2, 1]",0.9375,True
L1C79,1,79,gold,0,"Urban Sociology, Housing and Inequality","[73, 112, 114, 79, 103]",3,"[5, 20, 10, 85, 5]",0.68,True
L1C79,1,79,gold,1,"Urban Sociology, Housing and Inequality","[114, 112, 103, 79, 73]",3,"[10, 15, 8, 85, 5]",0.6910569105691057,True
L1C79,1,79,gold,2,"Urban Sociology, Housing and Inequality","[73, 112, 79, 114, 103]",2,"[5, 25, 85, 10, 10]",0.6296296296296297,True
L1C79,1,79,shuffled,0,Political Science Research Methods Workshops,"[112, 103, 73, 114, 79]",4,"[15, 20, 10, 35, 30]",0.2727272727272727,False
L1C79,1,79,gimme,0,"Urban Sociology, Housing and Inequality","[63, 29, 36, 79, 28]",3,"[2, 2, 3, 95, 5]",0.8878504672897196,True
L1C81,1,81,gold,0,Tax Design and Government Budgets,"[104, 85, 81, 78, 95]",2,"[10, 25, 80, 15, 15]",0.5517241379310345,True
L1C81,1,81,gold,1,Tax Design and Government Budgets,"[85, 104, 78, 95, 81]",4,"[15, 5, 8, 10, 70]",0.6481481481481481,True
L1C81,1,81,gold,2,Tax Design and Government Budgets,"[104, 78, 95, 85, 81]",4,"[3, 5, 8, 15, 85]",0.7327586206896551,True
L1C81,1,81,shuffled,0,"Modern Physics, Quantum Mechanics, Astrophysics","[95, 81, 104, 78, 85]",1,"[2, 2, 2, 3, 2]",0.18181818181818182,False
L1C81,1,81,gimme,0,Tax Design and Government Budgets,"[7, 88, 52, 81, 77]",3,"[0, 3, 2, 85, 0]",0.9444444444444444,True
L1C88,1,88,gold,0,Iberian And Latin American Letters,"[118, 115, 88, 119, 109]",2,"[40, 10, 95, 5, 3]",0.6209150326797386,True
L1C88,1,88,gold,1,Iberian And Latin American Letters,"[109, 88, 118, 115, 119]",1,"[5, 95, 40, 5, 3]",0.6418918918918919,True
L1C88,1,88,gold,2,Iberian And Latin American Letters,"[118, 119, 109, 115, 88]",4,"[40, 5, 5, 10, 95]",0.6129032258064516,True
L1C88,1,88,shuffled,0,"Moral Theory, Responsibility, Metaethical Foundations","[109, 118, 115, 119, 88]",4,"[40, 10, 10, 15, 10]",0.11764705882352941,False
L1C88,1,88,gimme,0,Iberian And Latin American Letters,"[78, 88, 49, 51, 70]",1,"[0, 95, 0, 0, 0]",1.0,True
L1C89,1,89,gold,0,Modern Art Institutions and Marginality,"[106, 114, 89, 90, 109]",2,"[10, 15, 75, 20, 10]",0.5769230769230769,True
L1C89,1,89,gold,1,Modern Art Institutions and Marginality,"[106, 109, 90, 114, 89]",4,"[10, 15, 20, 15, 80]",0.5714285714285714,True
L1C89,1,89,gold,2,Modern Art Institutions and Marginality,"[114, 109, 106, 90, 89]",4,"[15, 20, 15, 20, 75]",0.5172413793103449,True
L1C89,1,89,shuffled,0,Geophysics and Earth-Planetary Systems,"[89, 114, 109, 106, 90]",0,"[5, 8, 5, 10, 3]",0.16129032258064516,False
L1C89,1,89,gimme,0,Modern Art Institutions and Marginality,"[37, 89, 55, 56, 46]",1,"[3, 85, 2, 1, 1]",0.9239130434782609,True
L1C95,1,95,gold,0,China Reform and Global Development History,"[81, 95, 85, 96, 104]",1,"[10, 60, 15, 5, 3]",0.6451612903225806,True
L1C95,1,95,gold,1,China Reform and Global Development History,"[81, 85, 96, 104, 95]",4,"[25, 10, 10, 5, 60]",0.5454545454545454,True
L1C95,1,95,gold,2,China Reform and Global Development History,"[104, 81, 85, 95, 96]",3,"[5, 10, 15, 60, 5]",0.631578947368421,True
L1C95,1,95,shuffled,0,Neuroscience from Synapses to Cognition,"[81, 95, 85, 96, 104]",1,"[3, 3, 3, 2, 2]",0.23076923076923078,False
L1C95,1,95,gimme,0,China Reform and Global Development History,"[4, 29, 30, 95, 53]",3,"[2, 1, 1, 75, 1]",0.9375,True
L1C96,1,96,gold,0,Western Political Philosophy From Machiavelli,"[104, 96, 116, 93, 117]",1,"[15, 75, 10, 15, 15]",0.5769230769230769,True
L1C96,1,96,gold,1,Western Political Philosophy From Machiavelli,"[104, 96, 93, 116, 117]",1,"[15, 80, 10, 5, 15]",0.64,True
